file,line,current_cerr,message_template,context_function,classification,tag_composition,proposed_enum_name,wording_change
src/ast/ast_infer_type.cpp,3375,invalid_argument_type,"block argument default value type mismatch '<var>' vs '<var>', reference matters",InferTypes::visitBlockArgumentInit,primary,invalid | block | argument | type | ref,invalid_block_argument_init_type_ref,
src/ast/ast_infer_type.cpp,3418,invalid_block,captured block can't 'break' outside of the block,InferTypes::visit(ExprBlock*),primary,invalid | block,invalid_block_break,
src/ast/ast_infer_type.cpp,3422,invalid_block,captured block can't 'continue' outside of the block,InferTypes::visit(ExprBlock*),primary,invalid | block,invalid_block_continue,
src/ast/ast_infer_type.cpp,3441,type_not_found,undefined block result type '<var>',InferTypes::visit(ExprBlock*),primary,lookup | block | result | type,lookup_block_result_type,
src/ast/ast_infer_type.cpp,3462,invalid_swizzle_mask,unsupported swizzle type '<var>',InferTypes::visit(ExprSwizzle*),primary,invalid | type,invalid_swizzle_type,
src/ast/ast_infer_type.cpp,3468,invalid_swizzle_mask,invalid swizzle mask <var>,InferTypes::visit(ExprSwizzle*),primary,invalid | expression,invalid_swizzle_mask,
src/ast/ast_infer_type.cpp,3515,invalid_type,as '<var>' only allowed for variants,InferTypes::visit(ExprAsVariant*),recategorize,invalid | variant,invalid_as_non_variant,recategorize: invalid_type - actually wrong-construct; should be invalid_as_non_variant
src/ast/ast_infer_type.cpp,3521,cant_get_field,can't get variant field '<var>',InferTypes::visit(ExprAsVariant*),primary,lookup | variant,lookup_variant_field,
src/ast/ast_infer_type.cpp,3565,unsafe,variant ?as on non-pointer requires unsafe,InferTypes::visit(ExprSafeAsVariant*),primary,unsafe | variant,unsafe_variant_safe_as,
src/ast/ast_infer_type.cpp,3570,invalid_type,?as <var> only allowed for variants or pointers to variants and not <var>,InferTypes::visit(ExprSafeAsVariant*),recategorize,invalid | variant,invalid_safe_as_non_variant,recategorize: invalid_type - actually wrong-construct
src/ast/ast_infer_type.cpp,3579,cant_get_field,can't get variant field '<var>',InferTypes::visit(ExprSafeAsVariant*),primary,lookup | variant,lookup_variant_field,
src/ast/ast_infer_type.cpp,3625,invalid_type,is <var> only allowed for variants,InferTypes::visit(ExprIsVariant*),recategorize,invalid | variant,invalid_is_non_variant,recategorize: invalid_type - actually wrong-construct
src/ast/ast_infer_type.cpp,3631,cant_get_field,can't get variant field '<var>',InferTypes::visit(ExprIsVariant*),primary,lookup | variant,lookup_variant_field,
src/ast/ast_infer_type.cpp,3660,cant_get_field,"ambiguous field lookup, '<var>' is both an enum and a bitfield",InferTypes::visit(ExprField*),primary,ambiguous | field,ambiguous_field_lookup,
src/ast/ast_infer_type.cpp,3699,cant_get_field,bitfield constant '<var>' of type <var> is not initialized,InferTypes::visit(ExprField*),primary,missing | bitfield | constant,missing_bitfield_constant_init,
src/ast/ast_infer_type.cpp,3702,cant_get_field,not a valid bitfield constant <var> of type <var>,InferTypes::visit(ExprField*),primary,invalid | bitfield | constant,invalid_bitfield_constant,
src/ast/ast_infer_type.cpp,3720,cant_get_field,bitfield constant '<var>' of type <var> is ambiguous,InferTypes::visit(ExprField*),mid_inference,ambiguous | bitfield | constant,ambiguous_bitfield_constant,
src/ast/ast_infer_type.cpp,3725,cant_get_field,bitfield '<var>' not found in <var>,InferTypes::visit(ExprField*),primary,lookup | bitfield,lookup_bitfield,
src/ast/ast_infer_type.cpp,3743,cant_get_field,'<var>' is ambiguous,InferTypes::visit(ExprField*),mid_inference,ambiguous | field,ambiguous_field,
src/ast/ast_infer_type.cpp,3746,cant_get_field,Don't know what '<var>' is,InferTypes::visit(ExprField*),mid_inference,lookup | field,lookup_field,vague: clarify what 'X' means
src/ast/ast_infer_type.cpp,3755,cant_get_field,"syntax error, expecting field after '.'",InferTypes::visit(ExprField*),primary,invalid | field,invalid_field_syntax,
src/ast/ast_infer_type.cpp,3770,cant_get_field,can't get field '<var>' of 'void' pointer,InferTypes::visit(ExprField*),primary,cant | field | void,cant_get_field_void_pointer,
src/ast/ast_infer_type.cpp,3792,cant_get_field,can't get tuple field '<var>',InferTypes::visit(ExprField*),primary,lookup | tuple | field,lookup_tuple_field,
src/ast/ast_infer_type.cpp,3799,unsafe,'variant.field' must be inside the 'unsafe' block,InferTypes::visit(ExprField*),primary,unsafe | variant | field,unsafe_variant_field,
src/ast/ast_infer_type.cpp,3805,cant_get_field,can't get variant field '<var>',InferTypes::visit(ExprField*),primary,lookup | variant | field,lookup_variant_field,
src/ast/ast_infer_type.cpp,3819,type_not_found,bitfield type can't be inferred,InferTypes::visit(ExprField*),follow_on,not_resolved_yet | bitfield | type,not_resolved_yet_bitfield_type,
src/ast/ast_infer_type.cpp,3825,cant_get_field,can't get bit field '<var>' in <var>,InferTypes::visit(ExprField*),primary,lookup | bitfield,lookup_bitfield,
src/ast/ast_infer_type.cpp,3847,cant_get_field,can't get tuple field '<var>',InferTypes::visit(ExprField*),primary,lookup | tuple | field,lookup_tuple_field,
src/ast/ast_infer_type.cpp,3854,unsafe,variant.field requires unsafe,InferTypes::visit(ExprField*),primary,unsafe | variant | field,unsafe_variant_field,
src/ast/ast_infer_type.cpp,3860,cant_get_field,can't get variant field '<var>',InferTypes::visit(ExprField*),primary,lookup | variant | field,lookup_variant_field,
src/ast/ast_infer_type.cpp,3866,cant_get_field,can't get field '<var>' of <var>,InferTypes::visit(ExprField*),primary,cant | field,cant_get_field,
src/ast/ast_infer_type.cpp,3878,type_not_found,undefined field type '<var>',InferTypes::visit(ExprField*),primary,lookup | field | type,lookup_field_type,
src/ast/ast_infer_type.cpp,3898,cant_get_field,"can't get field '<var>', invalid field type '<var>'",InferTypes::visit(ExprField*),primary,invalid | field | type,invalid_field_type,
src/ast/ast_infer_type.cpp,3916,cant_get_field,field '<var>' not found in <var>,InferTypes::visit(ExprField*),mid_inference,lookup | field,lookup_field,
src/ast/ast_infer_type.cpp,3920,cant_get_field,field '<var>' not found in <var>,InferTypes::visit(ExprField*),primary,lookup | field,lookup_field,
src/ast/ast_infer_type.cpp,3950,cant_get_field,can only safe dereference a variant or a pointer to a tuple,InferTypes::visit(ExprSafeField*),mid_inference,invalid | expression | type,invalid_safe_dereference_type,
src/ast/ast_infer_type.cpp,3954,cant_get_field,can only safe dereference a variant or a pointer to a tuple,InferTypes::visit(ExprSafeField*),primary,invalid | expression | type,invalid_safe_dereference_type,
src/ast/ast_infer_type.cpp,3964,cant_get_field,can't get variant field '<var>',InferTypes::visit(ExprSafeField*),primary,lookup | variant | field,lookup_variant_field,
src/ast/ast_infer_type.cpp,3974,cant_get_field,can't safe get field '<var>',InferTypes::visit(ExprSafeField*),primary,cant | field,cant_safe_get_field,
src/ast/ast_infer_type.cpp,3978,type_not_found,undefined safe field type '<var>',InferTypes::visit(ExprSafeField*),primary,lookup | field | type,lookup_safe_field_type,
src/ast/ast_infer_type.cpp,3987,cant_get_field,can't safe get field '<var>',InferTypes::visit(ExprSafeField*),primary,cant | field,cant_safe_get_field,
src/ast/ast_infer_type.cpp,3994,cant_get_field,can't get tuple field '<var>',InferTypes::visit(ExprSafeField*),primary,lookup | tuple | field,lookup_tuple_field,
src/ast/ast_infer_type.cpp,4001,cant_get_field,"can't safe get field '<var>', invalid field type '<var>'",InferTypes::visit(ExprSafeField*),primary,invalid | field | type,invalid_safe_field_type,
src/ast/ast_infer_type.cpp,4007,cant_get_field,can only safe dereference a pointer to a tuple,InferTypes::visit(ExprSafeField*),primary,invalid | expression | type,invalid_safe_dereference_type,
src/ast/ast_infer_type.cpp,4025,unbound_macro_tag,macro tags can only appear in macro blocks,InferTypes::preVisit(ExprTag*),primary,invalid | macro,invalid_macro_tag_outside,
src/ast/ast_infer_type.cpp,4126,variable_not_found,global variable '<var>' cant't be initialized with itself,InferTypes::visit(ExprVar*),wording_fix,invalid | global,invalid_global_self_init,typo: cant't -> can't
src/ast/ast_infer_type.cpp,4146,variable_not_found,can't access private variable '<var>',InferTypes::visit(ExprVar*),mid_inference,invalid | variable,invalid_variable_private,
src/ast/ast_infer_type.cpp,4149,variable_not_found,can't locate variable '<var>',InferTypes::visit(ExprVar*),mid_inference,lookup | variable,lookup_variable,
src/ast/ast_infer_type.cpp,4153,variable_not_found,can't locate variable '<var>',InferTypes::visit(ExprVar*),primary,lookup | variable,lookup_variable,
src/ast/ast_infer_type.cpp,4166,variable_not_found,too many matching variables '<var>',InferTypes::visit(ExprVar*),mid_inference,ambiguous | variable,ambiguous_variable,
src/ast/ast_infer_type.cpp,4169,variable_not_found,too many matching variables '<var>',InferTypes::visit(ExprVar*),primary,ambiguous | variable,ambiguous_variable,
src/ast/ast_infer_type.cpp,4212,invalid_return_semantics,<var>: <var>,InferTypes::visit(ExprReturn*),primary,invalid | function | result,invalid_return_semantics,
src/ast/ast_infer_type.cpp,4220,invalid_return_type,returning reference requires unsafe,InferTypes::visit(ExprReturn*),recategorize,unsafe | function | result | ref,unsafe_return_reference,recategorize: invalid_return_type - actually unsafe; should be unsafe_return_reference
src/ast/ast_infer_type.cpp,4224,invalid_return_type,returning temporary value from block requires unsafe,InferTypes::visit(ExprReturn*),recategorize,unsafe | block | result,unsafe_return_temporary_block,recategorize: invalid_return_type - actually unsafe
src/ast/ast_infer_type.cpp,4228,unsafe,returning smart pointers without move semantics is unsafe,InferTypes::visit(ExprReturn*),primary,unsafe | function | result,unsafe_return_smart_pointer,
src/ast/ast_infer_type.cpp,4252,invalid_return_semantics,<var>: <var>,InferTypes::visit(ExprReturn*),primary,invalid | function | result,invalid_return_semantics,
src/ast/ast_infer_type.cpp,4260,invalid_return_type,returning reference requires unsafe,InferTypes::visit(ExprReturn*),recategorize,unsafe | function | result | ref,unsafe_return_reference,recategorize: invalid_return_type - actually unsafe
src/ast/ast_infer_type.cpp,4264,invalid_return_type,returning temporary value from function requires unsafe,InferTypes::visit(ExprReturn*),recategorize,unsafe | function | result,unsafe_return_temporary_function,recategorize: invalid_return_type - actually unsafe
src/ast/ast_infer_type.cpp,4268,unsafe,returning smart pointers without move semantics is unsafe,InferTypes::visit(ExprReturn*),primary,unsafe | function | result,unsafe_return_smart_pointer,
src/ast/ast_infer_type.cpp,4285,invalid_yield,can't yield from inside the block,InferTypes::visit(ExprYield*),primary,invalid | generator | block,invalid_yield_in_block,
src/ast/ast_infer_type.cpp,4289,invalid_yield,can't yield from non-generator,InferTypes::visit(ExprYield*),primary,invalid | generator,invalid_yield_outside_generator,
src/ast/ast_infer_type.cpp,4307,invalid_loop,'break' without a loop,InferTypes::visit(ExprBreak*),primary,invalid | statement | loop,invalid_break_outside_loop,
src/ast/ast_infer_type.cpp,4313,invalid_loop,'continue' without a loop,InferTypes::visit(ExprContinue*),primary,invalid | statement | loop,invalid_continue_outside_loop,
src/ast/ast_infer_type.cpp,4354,condition_must_be_bool,"if-then-else condition must be boolean, and not <var>",InferTypes::visit(ExprIfThenElse*),primary,invalid | expression | type,invalid_if_condition_type,
src/ast/ast_infer_type.cpp,4372,condition_must_be_static,static_if must resolve to constant,InferTypes::visit(ExprIfThenElse*),primary,invalid | expression,invalid_static_if_condition,
src/ast/ast_infer_type.cpp,4392,invalid_yield,can't have final section in the if-then-else inside generator yet,InferTypes::visit(ExprIfThenElse*),primary,invalid | generator | block,invalid_finally_in_generator_if,
src/ast/ast_infer_type.cpp,4400,invalid_yield,can't have final section in the if-then-else inside generator yet,InferTypes::visit(ExprIfThenElse*),primary,invalid | generator | block,invalid_finally_in_generator_if,
src/ast/ast_infer_type.cpp,4420,invalid_assume,"can't assume <var>, alias already taken by another assume expression",InferTypes::preVisit(ExprAssume*),primary,already_declared | type_alias,already_declared_assume_alias,
src/ast/ast_infer_type.cpp,4428,invalid_assume,"can't assume <var>, alias already taken by local variable",InferTypes::preVisit(ExprAssume*),primary,already_declared | type_alias,already_declared_assume_alias,
src/ast/ast_infer_type.cpp,4435,invalid_assume,"can't assume <var>, alias already taken by `with`",InferTypes::preVisit(ExprAssume*),primary,already_declared | type_alias,already_declared_assume_alias,
src/ast/ast_infer_type.cpp,4443,invalid_assume,"can't assume <var>, alias already taken by block argument",InferTypes::preVisit(ExprAssume*),primary,already_declared | type_alias,already_declared_assume_alias,
src/ast/ast_infer_type.cpp,4453,invalid_assume,"can't assume <var>, alias already taken by block argument",InferTypes::preVisit(ExprAssume*),primary,already_declared | type_alias,already_declared_assume_alias,
src/ast/ast_infer_type.cpp,4463,invalid_assume,"can't assume <var>, alias already taken by global variable",InferTypes::preVisit(ExprAssume*),primary,already_declared | type_alias,already_declared_assume_alias,
src/ast/ast_infer_type.cpp,4466,invalid_assume,"can't assume <var>, alias already taken by multiple global variables",InferTypes::preVisit(ExprAssume*),primary,already_declared | type_alias,already_declared_assume_alias,
src/ast/ast_infer_type.cpp,4481,invalid_assume,"can't assume <var>, type or alias name is already used",InferTypes::preVisit(ExprAssume*),primary,already_declared | type_alias,already_declared_assume_alias,
src/ast/ast_infer_type.cpp,4486,invalid_assume,assume without subexpression must have type,InferTypes::preVisit(ExprAssume*),primary,missing | type,missing_assume_type,
src/ast/ast_infer_type.cpp,4551,invalid_assume,assume '<var>' creates a circular dependency,InferTypes::visit(ExprAssume*),primary,recursion | type_alias,recursion_assume_alias,
src/ast/ast_infer_type.cpp,4569,invalid_with_type,"with array in undefined, <var>",InferTypes::visit(ExprWith*),primary,invalid | type | array,invalid_with_array_type,
src/ast/ast_infer_type.cpp,4576,invalid_with_type,unexpected with type <var>,InferTypes::visit(ExprWith*),primary,invalid | type,invalid_with_type,
src/ast/ast_infer_type.cpp,4583,variable_not_found,with expression shadows local variable <var>,InferTypes::visit(ExprWith*),recategorize,already_declared | local,already_declared_with_shadow,recategorize: variable_not_found - shadowing not lookup miss
src/ast/ast_infer_type.cpp,4606,invalid_loop,while loop condition must be boolean,InferTypes::visit(ExprWhile*),primary,invalid | expression | type | loop,invalid_while_condition_type,
src/ast/ast_infer_type.cpp,4640,invalid_loop,for loop needs at least one iterator,InferTypes::preVisitForStack,primary,missing | local | loop,missing_for_iterator,
src/ast/ast_infer_type.cpp,4644,invalid_loop,for loop needs as many iterators as there are sources,InferTypes::preVisitForStack,primary,invalid | local | loop,invalid_for_iterator_count,
src/ast/ast_infer_type.cpp,4669,invalid_iteration_source,can't iterate over const iterator,InferTypes::preVisitForStack,primary,cant | expression | loop,cant_iterate_const_iterator,
src/ast/ast_infer_type.cpp,4687,invalid_iteration_source,unsupported iteration type <var>,InferTypes::preVisitForStack,primary,invalid | expression | type | loop,invalid_iteration_source_type,
src/ast/ast_infer_type.cpp,4697,variable_not_found,"can't make loop variable `<var>`, name already taken by alias",InferTypes::preVisitForStack,recategorize,already_declared | local | loop,already_declared_loop_variable,recategorize: variable_not_found - shadowing
src/ast/ast_infer_type.cpp,4705,variable_not_found,for loop iterator variable <var> is shadowed by function argument <var>,InferTypes::preVisitForStack,recategorize,already_declared | local | loop,already_declared_loop_variable,recategorize: variable_not_found - shadowing
src/ast/ast_infer_type.cpp,4713,variable_not_found,for loop iterator variable <var> is shadowed by block argument <var>,InferTypes::preVisitForStack,recategorize,already_declared | local | loop,already_declared_loop_variable,recategorize: variable_not_found - shadowing
src/ast/ast_infer_type.cpp,4720,variable_not_found,for loop iterator variable <var> is shadowed by another local variable <var>,InferTypes::preVisitForStack,recategorize,already_declared | local | loop,already_declared_loop_variable,recategorize: variable_not_found - shadowing
src/ast/ast_infer_type.cpp,4726,variable_not_found,for loop iterator variable <var> is shadowed by with expression,InferTypes::preVisitForStack,recategorize,already_declared | local | loop,already_declared_loop_variable,recategorize: variable_not_found - shadowing
src/ast/ast_infer_type.cpp,4734,invalid_iteration_source,for loop iterator variable <var> is not a tuple,InferTypes::preVisitForStack,primary,invalid | local | type | loop,invalid_for_iterator_tuple,
src/ast/ast_infer_type.cpp,4862,type_not_found,undefined let type <var>,InferTypes::preVisitLet,primary,lookup | local | type,lookup_local_type,
src/ast/ast_infer_type.cpp,4867,cant_infer_missing_initializer,"local variable type can't be inferred, it needs an initializer",InferTypes::preVisitLet,primary,missing | local,missing_local_init,
src/ast/ast_infer_type.cpp,4872,variable_not_found,"can't make local variable `<var>`, name already taken by alias",InferTypes::preVisitLet,recategorize,already_declared | local,already_declared_local_variable,recategorize: variable_not_found - shadowing
src/ast/ast_infer_type.cpp,4880,variable_not_found,local variable <var> is shadowed by function argument <var>,InferTypes::preVisitLet,recategorize,already_declared | local,already_declared_local_variable,recategorize: variable_not_found - shadowing
src/ast/ast_infer_type.cpp,4888,variable_not_found,local variable <var> is shadowed by block argument <var>,InferTypes::preVisitLet,recategorize,already_declared | local,already_declared_local_variable,recategorize: variable_not_found - shadowing
src/ast/ast_infer_type.cpp,4895,variable_not_found,local variable <var> is shadowed by another local variable <var>,InferTypes::preVisitLet,recategorize,already_declared | local,already_declared_local_variable,recategorize: variable_not_found - shadowing
src/ast/ast_infer_type.cpp,4901,variable_not_found,local variable <var> is shadowed by with expression,InferTypes::preVisitLet,recategorize,already_declared | local,already_declared_local_variable,recategorize: variable_not_found - shadowing
src/ast/ast_infer_type.cpp,4917,invalid_variable_type,local reference has to be initialized,InferTypes::preVisitLet,primary,missing | local | ref,missing_local_reference_init,
src/ast/ast_infer_type.cpp,4921,unsafe,local reference to non-local expression is unsafe,InferTypes::preVisitLet,primary,unsafe | local | ref,unsafe_local_reference,
src/ast/ast_infer_type.cpp,4926,invalid_variable_type,local variable can't be declared void,InferTypes::preVisitLet,primary,invalid | local | type | void,invalid_local_type_void,
src/ast/ast_infer_type.cpp,4931,invalid_variable_type,local block variable needs to be initialized,InferTypes::preVisitLet,primary,missing | local | block,missing_local_block_init,
src/ast/ast_infer_type.cpp,4935,invalid_variable_type,local variable of type <var> requires unsafe,InferTypes::preVisitLet,recategorize,unsafe | local | type,unsafe_local_type,recategorize: invalid_variable_type - actually unsafe
src/ast/ast_infer_type.cpp,4940,unsafe,local class requires unsafe <var>,InferTypes::preVisitLet,primary,unsafe | local | class,unsafe_local_class,
src/ast/ast_infer_type.cpp,4946,invalid_variable_type,local variable of type <var> needs to be initialized,InferTypes::preVisitLet,primary,missing | local,missing_local_init,
src/ast/ast_infer_type.cpp,4971,invalid_variable_type,in-scope variable <var> can't be declared in the finally block,InferTypes::visitLet,primary,invalid | local | block,invalid_local_in_scope_finally,
src/ast/ast_infer_type.cpp,4977,invalid_variable_type,variable <var> of type <var> can't be in-scope const,InferTypes::visitLet,primary,invalid | local | type,invalid_local_in_scope_const,
src/ast/ast_infer_type.cpp,4993,invalid_generator_finalizer,internal error. generator function <var> has finalize function which is not a block,InferTypes::visitLet,internal,internal | generator,internal_generator_finalizer,
src/ast/ast_infer_type.cpp,4998,invalid_generator_finalizer,internal error. generator function <var> has multiple finalize functions,InferTypes::visitLet,internal,internal | generator,internal_generator_finalizer_multiple,
src/ast/ast_infer_type.cpp,5004,invalid_variable_type,internal error. in-scope variable in lambda gets converted as part of the lambda function,InferTypes::visitLet,internal,internal | lambda,internal_lambda_in_scope_conversion,
src/ast/ast_infer_type.cpp,5012,bad_delete,can't delete <var>,InferTypes::visitLet,primary,cant | local,cant_delete_local,
src/ast/ast_infer_type.cpp,5018,invalid_variable_type,variable <var> of type <var> requires var inscope to be safe,InferTypes::visitLet,recategorize,unsafe | local,unsafe_local_in_scope_required,recategorize: invalid_variable_type - actually unsafe
src/ast/ast_infer_type.cpp,5024,unsafe,Uninitialized variable <var> is unsafe,InferTypes::visitLet,wording_fix,unsafe | local,unsafe_local,inconsistent: uses [safe_when_uninitialized]; lines 295/370 use @safe_when_uninitialized
src/ast/ast_infer_type.cpp,5062,cant_infer_mismatching_restrictions,"local variable <var> initialization type can't be inferred, <var> = <var>",InferTypes::visitLetInit,primary,invalid | local | type,invalid_local_init_type,
src/ast/ast_infer_type.cpp,5065,cant_infer_mismatching_restrictions,"local variable <var> initialization can't be void, <var>",InferTypes::visitLetInit,primary,invalid | local | type | void,invalid_local_init_type_void,
src/ast/ast_infer_type.cpp,5082,invalid_initialization_type,local variable <var> initialization type mismatch. reference can't be initialized via value,InferTypes::visitLetInit,primary,invalid | local | type | ref,invalid_local_init_type_ref,
src/ast/ast_infer_type.cpp,5085,invalid_initialization_type,local variable <var> initialization type mismatch. const matters,InferTypes::visitLetInit,primary,invalid | local | type,invalid_local_init_type,
src/ast/ast_infer_type.cpp,5089,invalid_initialization_type,local variable <var> can only be initialized with make block expression,InferTypes::visitLetInit,primary,invalid | local | block,invalid_local_init_block,
src/ast/ast_infer_type.cpp,5093,invalid_initialization_type,local variable <var> can only be initialized with type constructor,InferTypes::visitLetInit,primary,invalid | local | type,invalid_local_init_constructor,
src/ast/ast_infer_type.cpp,5096,invalid_initialization_type,local variable <var> can only be initialized with copy,InferTypes::visitLetInit,primary,invalid | local | type,invalid_local_init_copy,
src/ast/ast_infer_type.cpp,5099,invalid_initialization_type,local variable <var> can't be initialized at all,InferTypes::visitLetInit,primary,invalid | local | type,invalid_local_init,
src/ast/ast_infer_type.cpp,5102,invalid_initialization_type,local variable <var> can only be move-initialized,InferTypes::visitLetInit,primary,invalid | local | type,invalid_local_init_move,
src/ast/ast_infer_type.cpp,5109,cant_move,local variable <var> can't init (move) from a constant value,InferTypes::visitLetInit,primary,cant | local,cant_move_local,
src/ast/ast_infer_type.cpp,5143,,type not ready yet,InferTypes::visit(ExprLet*),follow_on,not_resolved_yet | local | type,not_resolved_yet_local_type,current cerr unspecified - should be not_resolved_yet_local_type; vague: clarify which type isn't ready
src/ast/ast_infer_type.cpp,5173,invalid_type,expansion of <var> should be tuple,InferTypes::visit(ExprLet*),primary,invalid | local | type | tuple,invalid_local_tuple_expansion,
src/ast/ast_infer_type.cpp,5195,unsupported_call_macro,call macro '<var>' failed to compile,InferTypes::visit(ExprCallMacro*),primary,runtime | macro,runtime_call_macro,
src/ast/ast_infer_type.cpp,5202,too_many_infer_passes,call expression depth exceeded maximum allowed (<var>),InferTypes::canVisitLooksLikeCall,recategorize,exceeds | function,exceeds_call_depth,recategorize: too_many_infer_passes - actually call depth not infer passes
src/ast/ast_infer_type.cpp,5213,too_many_arguments,"too many arguments in <var>, max allowed",InferTypes::preVisit(ExprLooksLikeCall*),primary,exceeds | function | argument,exceeds_function_argument,
src/ast/ast_infer_type.cpp,5231,too_many_infer_passes,call expression depth exceeded maximum allowed (<var>),InferTypes::canVisitNamedCall,recategorize,exceeds | function,exceeds_call_depth,recategorize: too_many_infer_passes - actually call depth
src/ast/ast_infer_type.cpp,5242,too_many_arguments,"too many arguments in <var>, max allowed",InferTypes::preVisit(ExprNamedCall*),primary,exceeds | function | argument,exceeds_function_argument,
src/ast/ast_infer_type.cpp,5264,invalid_argument_type,can't infer type of non-named argument in call to <var>,InferTypes::visit(ExprNamedCall*),follow_on,not_resolved_yet | argument | type,not_resolved_yet_argument_type,
src/ast/ast_infer_type.cpp,5353,,recursive call to <var> in argument initializer is not allowed,InferTypes::visit(ExprNamedCall*),primary,recursion | function | argument,recursion_function_argument,current cerr unspecified - should be recursion_function_argument
src/ast/ast_infer_type.cpp,5363,too_many_infer_passes,call expression depth exceeded maximum allowed (<var>),InferTypes::canVisitCall,recategorize,exceeds | function,exceeds_call_depth,recategorize: too_many_infer_passes - actually call depth
src/ast/ast_infer_type.cpp,5374,too_many_arguments,"too many arguments in <var>, max allowed",InferTypes::preVisit(ExprCall*),primary,exceeds | function | argument,exceeds_function_argument,
src/ast/ast_infer_type.cpp,5378,result_discarded,"call to <var> result is discarded, which is unsafe",InferTypes::preVisit(ExprCall*),primary,invalid | function | result,invalid_function_result_discarded,
src/ast/ast_infer_type.cpp,5434,function_not_found,too many candidates for super constructor <var>,InferTypes::visit(ExprCall*),mid_inference,ambiguous | function,ambiguous_super_constructor,
src/ast/ast_infer_type.cpp,5441,function_not_found,call to super in <var>: no matching super constructor,InferTypes::visit(ExprCall*),primary,lookup | function,lookup_super_constructor,
src/ast/ast_infer_type.cpp,5445,function_not_found,call to super in <var> is not allowed,InferTypes::visit(ExprCall*),primary,invalid | function,invalid_super_call_no_base,
src/ast/ast_infer_type.cpp,5467,invalid_cast,casting to bitfield requires one argument,InferTypes::visit(ExprCall*),primary,invalid | argument,invalid_bitfield_cast_argument_count,
src/ast/ast_infer_type.cpp,5602,unsafe,unsafe call '<var>' must be inside the 'unsafe' block,InferTypes::visit(ExprCall*),primary,unsafe | function,unsafe_function_call,
src/ast/ast_infer_type.cpp,5605,unsafe,'<var>' is unsafe when not source of for-loop,InferTypes::visit(ExprCall*),primary,unsafe | function,unsafe_function_call_outside_for,
src/ast/ast_infer_type.cpp,5608,unsafe,'<var>' is unsafe when not clone array,InferTypes::visit(ExprCall*),primary,unsafe | function,unsafe_function_call_outside_clone,
src/ast/ast_infer_type.cpp,5640,annotation_failed,call annotated by '<var>' failed to transform,InferTypes::visit(ExprCall*),primary,runtime | annotation,runtime_annotation_transform,
src/ast/ast_infer_type.cpp,5652,unsafe,Constructing class on stack is unsafe,InferTypes::visit(ExprCall*),primary,unsafe | class,unsafe_class_stack_construction,
src/ast/ast_infer_type.cpp,5663,expecting_return_value,argument of format string should not be `void`,InferTypes::visitStringBuilderElement,recategorize,invalid | argument | type | void,invalid_string_builder_argument_void,recategorize: expecting_return_value - misnamed; actual fault is void argument
src/ast/ast_infer_type.cpp,5666,invalid_type,argument of format string can't be `auto` or alias,InferTypes::visitStringBuilderElement,primary,invalid | argument | type | auto,invalid_string_builder_argument_auto,
src/ast/ast_infer_type.cpp,5702,unspecified,macro '<var>::<var>' failed,Program::inferTypes,primary,runtime | macro,runtime_macro,current cerr unspecified - should be runtime_macro
src/ast/ast_infer_type.cpp,5710,unspecified,macro '<var>::<var>' failed to infer,Program::inferTypes,primary,runtime | macro,runtime_macro_infer,current cerr unspecified - should be runtime_macro_infer
src/ast/ast_infer_type.cpp,5732,unspecified,internal compiler error: variable relocation infer to fail,Program::inferTypes,internal,internal | function,internal_relocate_infer,current cerr unspecified - should be internal_relocate_infer
src/ast/ast_infer_type.cpp,5743,unspecified,internal compiler error: pod analysis infer to fail,Program::inferTypes,internal,internal | function,internal_pod_analysis_infer,current cerr unspecified - should be internal_pod_analysis_infer
src/ast/ast_infer_type.cpp,5755,too_many_infer_passes,type inference exceeded maximum allowed number of passes (<var>),Program::inferTypes,primary,exceeds | function,exceeds_infer_passes,
src/ast/ast_infer_type.cpp,5791,unspecified,internal compiler error: failed to refresh '<var>',Program::inferTypesDirty,internal,internal | function,internal_function_refresh,current cerr unspecified - should be internal_function_refresh
src/ast/ast_infer_type.cpp,5822,too_many_infer_passes,type inference exceeded maximum allowed number of passes (<var>),Program::inferTypesDirty,primary,exceeds | function,exceeds_infer_passes,
src/ast/ast_infer_type_function.cpp,607,function_not_found,both generated and custom '<var>' functions exist for <var>,InferTypes::verifyAnyFunc,primary,ambiguous | function | mix,ambiguous_function_mix,
src/ast/ast_infer_type_function.cpp,610,function_not_found,both generated and custom '<var>' functions exist,InferTypes::verifyAnyFunc,primary,ambiguous | function | mix,ambiguous_function_mix,
src/ast/ast_infer_type_function.cpp,617,function_not_found,too many custom '<var>' functions exist for <var>,InferTypes::verifyAnyFunc,primary,ambiguous | function,ambiguous_function,
src/ast/ast_infer_type_function.cpp,620,function_not_found,too many custom '<var>' functions exist,InferTypes::verifyAnyFunc,primary,ambiguous | function,ambiguous_function,
src/ast/ast_infer_type_function.cpp,1064,,void type is not allowed as argument,InferTypes::inferArguments,recategorize,invalid | argument | type | void,invalid_argument_type_void,missing cerr; assign invalid_argument_type
src/ast/ast_infer_type_function.cpp,1088,too_many_infer_passes,infer expression depth exceeded maximum allowed,InferTypes::inferFunctionCall,primary,exceeds | expression | recursion,exceeds_expression_recursion,
